"","term","estimate","conf.low","conf.high","p.value","model_name"
"57","sodiumsp1",0.984918110439889,0.956088191082195,1.01461736827276,0.316,"multivariable with deaths3days invasive"
"58","sodiumsp2",0.974921749861998,0.936072783929871,1.01538302861841,0.221,"multivariable with deaths3days invasive"
"59","lsptsp1",1.15425428007018,1.07852046136705,1.2353061353807,0,"multivariable with deaths3days invasive"
"60","lsptsp2",0.944511108620563,0.884557860744356,1.00852784639429,0.088,"multivariable with deaths3days invasive"
"61","whitecellsp1",1.07553593398386,0.998508645337529,1.15850528755262,0.055,"multivariable with deaths3days invasive"
"62","whitecellsp2",0.959119018100621,0.894281972899562,1.02865686523865,0.242,"multivariable with deaths3days invasive"
"63","diabetes",1.21198316629018,0.974258181896741,1.50771450798702,0.084,"multivariable with deaths3days invasive"
"64","FhxCHD",0.690637291834472,0.502591158230868,0.949041504334125,0.022,"multivariable with deaths3days invasive"
"65","Smoking",0.819853851611764,0.624081990539022,1.07703851127333,0.154,"multivariable with deaths3days invasive"
"66","Aortic_aneurysm",2.56442879166759,1.1813003017788,5.56699682344206,0.017,"multivariable with deaths3days invasive"
"67","aortic_stenosis",2.09534837717866,1.27392651229858,3.44641922383998,0.004,"multivariable with deaths3days invasive"
"68","atrial_fibrillation",1.56785099087006,1.16691756864123,2.10653845278423,0.003,"multivariable with deaths3days invasive"
"69","Cardiac_arrest",4.51234484685068,3.05367450670623,6.6677885846,0,"multivariable with deaths3days invasive"
"70","HF",1.61767288757154,1.23365814669499,2.12122424530225,0.001,"multivariable with deaths3days invasive"
"71","PVD",2.01367233986295,1.39394021836458,2.90893127187795,0,"multivariable with deaths3days invasive"
"72","Previous_MI",0.927801444762863,0.709502560688288,1.21326626371719,0.584,"multivariable with deaths3days invasive"
"73","VT",1.11588093546502,0.54055412465075,2.30354409549423,0.767,"multivariable with deaths3days invasive"
"74","AKI",1.31727388076594,0.930761784137664,1.86429063431715,0.12,"multivariable with deaths3days invasive"
"75","Urinary_incontinence",4.78783926070683,1.59553485410359,14.3672228327752,0.005,"multivariable with deaths3days invasive"
"76","Interstitial_lung_disease",2.93680101118288,0.859407931916859,10.0357465401183,0.086,"multivariable with deaths3days invasive"
"77","Obstructive_Lung_Disease",2.26371346694853,1.69759694836165,3.01861915184855,0,"multivariable with deaths3days invasive"
"78","Asthma",0.392455607471809,0.236805122500367,0.650414155782579,0,"multivariable with deaths3days invasive"
"79","Pulmonary_embolism",2.85709819550337,0.700822443853413,11.647757817037,0.143,"multivariable with deaths3days invasive"
"80","Respiratory_Failure",1.19288356665123,0.748911920395526,1.90005148113416,0.458,"multivariable with deaths3days invasive"
"81","Ischaemic_stroke",1.47141105238079,0.600427052003073,3.60585099862768,0.398,"multivariable with deaths3days invasive"
"82","Constipation",1.59286379734673,0.635139485356914,3.99473680253412,0.321,"multivariable with deaths3days invasive"
"83","Liver_disease",2.56979000260875,1.09806420398998,6.01405694995964,0.03,"multivariable with deaths3days invasive"
"84","Fracture",8.98800536665247,3.17271686372517,25.4621650594194,0,"multivariable with deaths3days invasive"
"85","Malignant_neoplasm",2.09254603032643,1.52282377963057,2.87541404829989,0,"multivariable with deaths3days invasive"
"86","Benign_neoplasm",4.97017947412546,1.45403674366311,16.9890369776937,0.011,"multivariable with deaths3days invasive"
"87","Lymphoma",2.56475002031416,0.796641721243143,8.25709034726016,0.114,"multivariable with deaths3days invasive"
"88","Sepsis",1.96063931269559,1.06741241686461,3.60133201914496,0.03,"multivariable with deaths3days invasive"
"89","Fall",2.96071267986313,0.880724431403071,9.95296515022023,0.079,"multivariable with deaths3days invasive"
"90","Hearing",3.17278270154359,0.776967644187956,12.9562024191307,0.108,"multivariable with deaths3days invasive"
"91","Visual",0.172200353895881,0.0349367688049681,0.848760858435479,0.031,"multivariable with deaths3days invasive"
"92","Assistance",3.02271153096862,1.0919782046325,8.3671862320051,0.033,"multivariable with deaths3days invasive"
"93","propscore2sp1",1.12248798294677,0.332301375147282,3.79167636998635,0.852,"multivariable with deaths3days invasive"
"94","propscore2sp2",0.547399056425869,0.162255453805559,1.84675288224835,0.331,"multivariable with deaths3days invasive"
