"","term","estimate","conf.low","conf.high","p.value","model_name"
"57","sodiumsp1",0.984918110439889,0.956088191082195,1.01461736827276,0.316,"multivariable with deaths3days invasive"
"58","sodiumsp2",0.974921749861998,0.936072783929871,1.01538302861841,0.221,"multivariable with deaths3days invasive"
"59","lsptsp1",1.15425428007018,1.07852046136705,1.2353061353807,0,"multivariable with deaths3days invasive"
"60","lsptsp2",0.944511108620563,0.884557860744356,1.00852784639429,0.088,"multivariable with deaths3days invasive"
"61","whitecellsp1",1.07553593398386,0.998508645337529,1.15850528755262,0.055,"multivariable with deaths3days invasive"
"62","whitecellsp2",0.959119018100621,0.894281972899562,1.02865686523865,0.242,"multivariable with deaths3days invasive"
"63","diabetes",1.21198316629018,0.974258181896741,1.50771450798702,0.084,"multivariable with deaths3days invasive"
"64","FhxCHD",0.690637291834472,0.502591158230868,0.949041504334125,0.022,"multivariable with deaths3days invasive"
"65","Smoking",0.819853851611764,0.624081990539022,1.07703851127333,0.154,"multivariable with deaths3days invasive"
"66","Aortic_aneurysm",2.56442879166759,1.1813003017788,5.56699682344206,0.017,"multivariable with deaths3days invasive"
"67","aortic_stenosis",2.09534837717866,1.27392651229858,3.44641922383998,0.004,"multivariable with deaths3days invasive"
"68","atrial_fibrillation",1.56785099087006,1.16691756864123,2.10653845278423,0.003,"multivariable with deaths3days invasive"
"69","Cardiac_arrest",4.51234484685068,3.05367450670623,6.6677885846,0,"multivariable with deaths3days invasive"
"70","HF",1.61767288757154,1.23365814669499,2.12122424530225,0.001,"multivariable with deaths3days invasive"
"71","PVD",2.01367233986295,1.39394021836458,2.90893127187795,0,"multivariable with deaths3days invasive"
"72","Previous_MI",0.927801444762863,0.709502560688288,1.21326626371719,0.584,"multivariable with deaths3days invasive"
"73","VT",1.11588093546502,0.54055412465075,2.30354409549423,0.767,"multivariable with deaths3days invasive"
"74","AKI",1.31727388076594,0.930761784137664,1.86429063431715,0.12,"multivariable with deaths3days invasive"
"75","Urinary_incontinence",4.78783926070683,1.59553485410359,14.3672228327752,0.005,"multivariable with deaths3days invasive"
"76","Interstitial_lung_disease",2.93680101118288,0.859407931916859,10.0357465401183,0.086,"multivariable with deaths3days invasive"
"77","Obstructive_Lung_Disease",2.26371346694853,1.69759694836165,3.01861915184855,0,"multivariable with deaths3days invasive"
"78","Asthma",0.392455607471809,0.236805122500367,0.650414155782579,0,"multivariable with deaths3days invasive"
"79","Pulmonary_embolism",2.85709819550337,0.700822443853413,11.647757817037,0.143,"multivariable with deaths3days invasive"
"80","Respiratory_Failure",1.19288356665123,0.748911920395526,1.90005148113416,0.458,"multivariable with deaths3days invasive"
"81","Ischaemic_stroke",1.47141105238079,0.600427052003073,3.60585099862768,0.398,"multivariable with deaths3days invasive"
"82","Constipation",1.59286379734673,0.635139485356914,3.99473680253412,0.321,"multivariable with deaths3days invasive"
"83","Liver_disease",2.56979000260875,1.09806420398998,6.01405694995964,0.03,"multivariable with deaths3days invasive"
"84","Fracture",8.98800536665247,3.17271686372517,25.4621650594194,0,"multivariable with deaths3days invasive"
"85","Malignant_neoplasm",2.09254603032643,1.52282377963057,2.87541404829989,0,"multivariable with deaths3days invasive"
"86","Benign_neoplasm",4.97017947412546,1.45403674366311,16.9890369776937,0.011,"multivariable with deaths3days invasive"
"87","Lymphoma",2.56475002031416,0.796641721243143,8.25709034726016,0.114,"multivariable with deaths3days invasive"
"88","Sepsis",1.96063931269559,1.06741241686461,3.60133201914496,0.03,"multivariable with deaths3days invasive"
"89","Fall",2.96071267986313,0.880724431403071,9.95296515022023,0.079,"multivariable with deaths3days invasive"
"90","Hearing",3.17278270154359,0.776967644187956,12.9562024191307,0.108,"multivariable with deaths3days invasive"
"91","Visual",0.172200353895881,0.0349367688049681,0.848760858435479,0.031,"multivariable with deaths3days invasive"
"92","Assistance",3.02271153096862,1.0919782046325,8.3671862320051,0.033,"multivariable with deaths3days invasive"
"93","propscore2sp1",1.12248798294677,0.332301375147282,3.79167636998635,0.852,"multivariable with deaths3days invasive"
"94","propscore2sp2",0.547399056425869,0.162255453805559,1.84675288224835,0.331,"multivariable with deaths3days invasive"
"95","Invasive_at_3_daysFROMpeakTROP",0.600393292354774,0.432332534514699,0.833784359785095,0.002,"multivariable propen between 25 and 75"
"96","agesp1",1.00658799006779,0.964958946076825,1.05001294186462,0.761,"multivariable propen between 25 and 75"
"97","agesp2",1.02987218290672,0.986092460813733,1.07559560109587,0.184,"multivariable propen between 25 and 75"
"98","creatininesp1",1.0027462034331,0.988030551444098,1.01768102922512,0.716,"multivariable propen between 25 and 75"
"99","creatininesp2",0.998478018723787,0.981672412489238,1.01557132622947,0.86,"multivariable propen between 25 and 75"
"100","haemoglobinsp1",0.822902888426489,0.711946296653607,0.951152027847587,0.008,"multivariable propen between 25 and 75"
"101","haemoglobinsp2",1.0378749096174,0.865241558753692,1.24495213748738,0.689,"multivariable propen between 25 and 75"
"102","plateletcountsp1",0.997240675644769,0.992598615169819,1.00190444552483,0.246,"multivariable propen between 25 and 75"
"103","plateletcountsp2",1.00414811839977,0.999469040501352,1.00884910169904,0.082,"multivariable propen between 25 and 75"
"104","sodiumsp1",1.01024816295955,0.958667433502633,1.06460417356021,0.703,"multivariable propen between 25 and 75"
"105","sodiumsp2",0.86924278991984,0.78961480230539,0.956900789627547,0.004,"multivariable propen between 25 and 75"
"106","lsptsp1",1.1847743474518,1.02133265818925,1.374371262022,0.025,"multivariable propen between 25 and 75"
"107","lsptsp2",0.972869031212752,0.857997044190488,1.10312052739742,0.668,"multivariable propen between 25 and 75"
"108","whitecellsp1",1.02498654005907,0.909787801295064,1.15477192132799,0.685,"multivariable propen between 25 and 75"
"109","whitecellsp2",1.01800730581632,0.904885192421535,1.14527111657345,0.767,"multivariable propen between 25 and 75"
"110","diabetes",0.984501128451843,0.698691019032424,1.38722617798236,0.929,"multivariable propen between 25 and 75"
"111","FhxCHD",1.1229406279661,0.698627600083442,1.80496111774899,0.632,"multivariable propen between 25 and 75"
"112","Smoking",1.06478019754847,0.656474634672473,1.72703834879623,0.799,"multivariable propen between 25 and 75"
"113","Aortic_aneurysm",6.62659519389629,1.90055038839156,23.1047617216464,0.003,"multivariable propen between 25 and 75"
"114","aortic_stenosis",0.469807578353568,0.102660776883125,2.14998529506281,0.33,"multivariable propen between 25 and 75"
"115","atrial_fibrillation",1.14237776675956,0.675669293498723,1.93145814756346,0.619,"multivariable propen between 25 and 75"
"116","Cardiac_arrest",2.9152488682281,1.39193034377814,6.10567619399479,0.005,"multivariable propen between 25 and 75"
"117","HF",1.65044096169061,1.03895971285001,2.62181038815649,0.034,"multivariable propen between 25 and 75"
"118","PVD",1.21853431426928,0.626378976686297,2.37049123664209,0.56,"multivariable propen between 25 and 75"
"119","Previous_MI",0.995392696119609,0.648568722563432,1.52768177838141,0.983,"multivariable propen between 25 and 75"
"120","VT",3.02482258230246,1.00126159094315,9.13802320709057,0.05,"multivariable propen between 25 and 75"
"121","AKI",1.8687337994346,0.998666470228214,3.49682913891285,0.05,"multivariable propen between 25 and 75"
"122","Urinary_incontinence",0.0000000553597341610226,0,Inf,0.999,"multivariable propen between 25 and 75"
"123","Interstitial_lung_disease",7.72073049662014,1.45049771372304,41.0960174824668,0.017,"multivariable propen between 25 and 75"
"124","Obstructive_Lung_Disease",2.92754120204741,1.87370946554857,4.57408026552079,0,"multivariable propen between 25 and 75"
"125","Asthma",0.248682748005205,0.103892300416567,0.595261717253864,0.002,"multivariable propen between 25 and 75"
"126","Pulmonary_embolism",3.53944443778832,0.467012035755461,26.8251478956539,0.221,"multivariable propen between 25 and 75"
"127","Respiratory_Failure",3.28692786450415,1.49367049174741,7.23311791064081,0.003,"multivariable propen between 25 and 75"
"128","Ischaemic_stroke",1.11110957385627,0.213767496268554,5.7752675531368,0.9,"multivariable propen between 25 and 75"
"129","Constipation",0.000000234611135665036,0,Inf,0.996,"multivariable propen between 25 and 75"
"130","Liver_disease",4.25391145280796,1.33561918893817,13.5485943884327,0.014,"multivariable propen between 25 and 75"
"131","Fracture",43.3452945925764,6.50183081810732,288.967002660977,0,"multivariable propen between 25 and 75"
"132","Malignant_neoplasm",1.88059522836559,1.08871903141557,3.24843996559242,0.024,"multivariable propen between 25 and 75"
"133","Benign_neoplasm",4.65260410568218,0.851968270265108,25.4079004109799,0.076,"multivariable propen between 25 and 75"
"134","Lymphoma",5.05067144182883,0.588267353788613,43.3634160539729,0.14,"multivariable propen between 25 and 75"
"135","Sepsis",1.4867388194721,0.355963325159545,6.20960689232409,0.587,"multivariable propen between 25 and 75"
"136","Fall",60.205518776611,2.41832033345217,1498.85209209922,0.012,"multivariable propen between 25 and 75"
"137","Hearing",2.55494367722091,0.34931955258948,18.6870077709119,0.356,"multivariable propen between 25 and 75"
"138","Visual",0.0000000901949171343886,0,Inf,0.996,"multivariable propen between 25 and 75"
"139","Assistance",2.76291713969394,0.49450711756474,15.437009599392,0.247,"multivariable propen between 25 and 75"
"140","propscore2sp1",49.4649424988667,0.528132126856731,4632.89470947096,0.092,"multivariable propen between 25 and 75"
"141","propscore2sp2",0.00469852975018498,0.0000526186247450074,0.419550718407326,0.019,"multivariable propen between 25 and 75"
