"","term","estimate","conf.low","conf.high","model_name"
"30","Obstructive_Lung_Disease",1.75349601100165,0.890167302746201,3.45412401816264,"up to 3 months"
"31","Asthma",0.119715687468813,0.0238096290390904,0.601934864360991,"up to 3 months"
"32","Pulmonary_embolism",0.000033381885201216,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000358581318283201,31076640158567482446062846800244604004846802808682800288000646808442082804446464686000200000868080068044408268420040042600662666840642662204000640200440024642868404662608222404462024002446220026224844206222426046246660684662,"up to 3 months"
"33","Respiratory_Failure",1.35738584915118,0.598866595703526,3.07663903228962,"up to 3 months"
"34","Ischaemic_stroke",0.553651229595484,0.110267463719656,2.77987425930021,"up to 3 months"
"35","Constipation",1.26791181218603,0.264900917944104,6.06868551440834,"up to 3 months"
"36","Liver_disease",4.37341783150079,0.923211573745295,20.7176600389608,"up to 3 months"
"37","Fracture",26.5353228493387,4.92539901932733,142.957627586242,"up to 3 months"
"38","Malignant_neoplasm",2.74895412322669,1.44569893264988,5.22705564826971,"up to 3 months"
"39","Benign_neoplasm",0.0000473025231253683,0,Inf,"up to 3 months"
"40","Lymphoma",0.0000893202253769873,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000128585089362258,620453172367411916726802288400648268864088280042260086620664620440008244268000482266888402400462668464446206064600082468068640024688028028040224806840020226886044608004866024462644684664466646,"up to 3 months"
"41","Sepsis",2.51924106570406,0.993452669399334,6.38840253050711,"up to 3 months"
"42","Fall",6.23535241670306,0.910078664161523,42.7211638856575,"up to 3 months"
"43","Hearing",4.05720282930004,0.469757507809043,35.0412596380932,"up to 3 months"
"44","Visual",0.0000360271831185766,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000222117579797867,58435623359514207986628002648064828620022426428464840626488282280606222080484260044660422262862868684420828288208444240844,"up to 3 months"
"45","Assistance",0.0000208185930593639,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010393745324517,41699484010740765932828204084660204260088602604882442042442488028400426826606262868080888620424462088448866600800646604026082806066224600662488046066686040622686620280060408208024626680040602404886046868246804860802684004004800084426862280682044088828040824284268264,"up to 3 months"
"46","propscore2sp1",0.120363368468019,0.00930581460311247,1.55680518974908,"up to 3 months"
"47","propscore2sp2",5.22309436657388,0.368743892099486,73.9828247915101,"up to 3 months"
"48","Invasive_at_3_daysFROMpeakTROP",0.50993580306899,0.360226064140631,0.721864820836782,"up to 1 year"
"49","agesp1",0.983531759226907,0.946730911586491,1.02176311090018,"up to 1 year"
"50","agesp2",1.03500434815329,0.993935420886213,1.07777022348301,"up to 1 year"
"51","creatininesp1",1.00376925613155,0.989863121601048,1.01787075158961,"up to 1 year"
"52","creatininesp2",0.997303187621601,0.981418264276261,1.01344521927527,"up to 1 year"
"53","haemoglobinsp1",0.940640965528113,0.832138050542034,1.06329163226381,"up to 1 year"
"54","haemoglobinsp2",0.797546257194587,0.650045047078432,0.978516850830413,"up to 1 year"
"55","plateletcountsp1",0.998408965396628,0.993756030248343,1.00308368638051,"up to 1 year"
"56","plateletcountsp2",1.00313656775684,0.998565069580732,1.00772899455965,"up to 1 year"
"57","sodiumsp1",0.975323730107616,0.932015336378274,1.02064455527902,"up to 1 year"
"58","sodiumsp2",0.991077289570835,0.929834706755563,1.05635355054701,"up to 1 year"
"59","lsptsp1",1.16067653447863,1.02349171926769,1.31624906418708,"up to 1 year"
"60","lsptsp2",0.949445624507099,0.853984398233683,1.05557782526257,"up to 1 year"
"61","whitecellsp1",1.02767592817747,0.918701680014722,1.14957644720809,"up to 1 year"
"62","whitecellsp2",1.00606210617309,0.903991673606539,1.11965739401044,"up to 1 year"
"63","diabetes",1.14719826190696,0.818436843012635,1.60802127049654,"up to 1 year"
"64","FhxCHD",0.81302457510844,0.499858347353497,1.32239256027227,"up to 1 year"
"65","Smoking",0.608964788890239,0.395672239059394,0.937235614481577,"up to 1 year"
"66","Aortic_aneurysm",2.3300381155168,0.817787159900527,6.63874157723563,"up to 1 year"
"67","aortic_stenosis",1.83866156735876,0.846663748553539,3.99293859582132,"up to 1 year"
"68","atrial_fibrillation",1.81336565908366,1.15606831570802,2.8443777663174,"up to 1 year"
"69","Cardiac_arrest",4.22942632124163,2.28013838585214,7.84515848590758,"up to 1 year"
"70","HF",1.67088497116619,1.1134994812791,2.50728144359975,"up to 1 year"
"71","PVD",2.41299498263369,1.42850792969751,4.07596252367203,"up to 1 year"
"72","Previous_MI",0.779809121049599,0.513239961501906,1.18483031502973,"up to 1 year"
"73","VT",1.63850890649422,0.61576585659673,4.35995501845291,"up to 1 year"
"74","AKI",1.28391172769364,0.772817715551579,2.13301182327679,"up to 1 year"
"75","Urinary_incontinence",8.60269340008504,2.80293803778644,26.4031286950287,"up to 1 year"
"76","Interstitial_lung_disease",1.52647186475869,0.180608460261111,12.9014795349629,"up to 1 year"
"77","Obstructive_Lung_Disease",2.12959796942888,1.36971365111406,3.31104790238958,"up to 1 year"
"78","Asthma",0.180602290176482,0.0658983401959912,0.494962196619553,"up to 1 year"
"79","Pulmonary_embolism",4.08023602939807,0.935776128877429,17.7909283447631,"up to 1 year"
"80","Respiratory_Failure",1.57226244689212,0.811198201144617,3.04735537926384,"up to 1 year"
"81","Ischaemic_stroke",2.45994471605011,0.814437166523114,7.43007349708309,"up to 1 year"
"82","Constipation",2.26368018971724,0.740879805786183,6.91643632516166,"up to 1 year"
"83","Liver_disease",2.56988476646683,0.750576845052003,8.79897608946452,"up to 1 year"
"84","Fracture",32.1195229347671,6.64039285462258,155.361855261148,"up to 1 year"
"85","Malignant_neoplasm",2.78809524310533,1.77229098547932,4.38611669771835,"up to 1 year"
"86","Benign_neoplasm",10.937293770877,2.94232691042727,40.6563915812789,"up to 1 year"
"87","Lymphoma",3.71692248178432,0.870683100683552,15.8674410066618,"up to 1 year"
"88","Sepsis",2.77087212567356,1.28882605179535,5.95715172434597,"up to 1 year"
"89","Fall",7.84267601826395,1.48612328651705,41.387930386048,"up to 1 year"
"90","Hearing",2.86077300866645,0.381550859738504,21.4493612010818,"up to 1 year"
"91","Visual",0.232862660083011,0.0337126212373244,1.608448600873,"up to 1 year"
"92","Assistance",1.43059547804859,0.284061460886028,7.20479087669773,"up to 1 year"
"93","propscore2sp1",1.00608589873082,0.15896989818737,6.36729876012101,"up to 1 year"
"94","propscore2sp2",1.18383583217887,0.179656921630933,7.80079756921171,"up to 1 year"
"95","Invasive_at_3_daysFROMpeakTROP",0.554548112144793,0.424535497887459,0.724376666294408,"up to 3 years"
"96","agesp1",0.992899117051098,0.961158924897829,1.02568746031843,"up to 3 years"
"97","agesp2",1.03457696485063,1.00081501944005,1.06947785096032,"up to 3 years"
"98","creatininesp1",1.00795132539324,0.996779021052703,1.01924885346105,"up to 3 years"
"99","creatininesp2",0.992159108866787,0.979520801943788,1.00496048205807,"up to 3 years"
"100","haemoglobinsp1",0.890658424279278,0.809616140893432,0.979813010971163,"up to 3 years"
"101","haemoglobinsp2",0.858455168394617,0.735968325112556,1.00132743624629,"up to 3 years"
"102","plateletcountsp1",0.997332598637987,0.993728190387933,1.00095008064298,"up to 3 years"
"103","plateletcountsp2",1.00363945870328,1.00003604767715,1.00725585383239,"up to 3 years"
"104","sodiumsp1",0.989724436505878,0.953943202406123,1.02684778060807,"up to 3 years"
"105","sodiumsp2",0.960966665522602,0.910455972048933,1.01427961438645,"up to 3 years"
"106","lsptsp1",1.18904524801228,1.08476082739175,1.30335514163068,"up to 3 years"
"107","lsptsp2",0.929531072714779,0.856766424942302,1.0084755774603,"up to 3 years"
"108","whitecellsp1",1.01403399287719,0.929341940357582,1.10644413434608,"up to 3 years"
"109","whitecellsp2",1.01548858020606,0.933923877688831,1.10417677624955,"up to 3 years"
"110","diabetes",1.18922566506389,0.91339587526185,1.54835129077107,"up to 3 years"
"111","FhxCHD",0.677376652813567,0.459941351357685,0.997603560589802,"up to 3 years"
"112","Smoking",0.747692471803902,0.536382685210517,1.04224846887594,"up to 3 years"
"113","Aortic_aneurysm",1.54003852210464,0.549342840775703,4.31737427617559,"up to 3 years"
"114","aortic_stenosis",1.81067947705304,0.980469464379106,3.34386769576477,"up to 3 years"
"115","atrial_fibrillation",1.77027683647884,1.24713679076082,2.51285993725009,"up to 3 years"
"116","Cardiac_arrest",3.26103230074097,1.9046214574341,5.58343581868627,"up to 3 years"
"117","HF",1.54606364212367,1.12126560327166,2.13179890520337,"up to 3 years"
"118","PVD",2.30489573103145,1.50327735491153,3.53397482744602,"up to 3 years"
"119","Previous_MI",0.914536987724884,0.665615202348285,1.25654867702266,"up to 3 years"
"120","VT",1.92049323842973,0.842834906204444,4.37605781595341,"up to 3 years"
"121","AKI",1.48304167146199,0.99356795876337,2.21365089312082,"up to 3 years"
"122","Urinary_incontinence",6.81775032023867,2.19577536212971,21.1687043359623,"up to 3 years"
"123","Interstitial_lung_disease",1.32862003477509,0.170469851649378,10.355093171762,"up to 3 years"
"124","Obstructive_Lung_Disease",2.66531961270723,1.90971168792197,3.71989587894908,"up to 3 years"
"125","Asthma",0.3676690335735,0.205241583132316,0.658640983887378,"up to 3 years"
"126","Pulmonary_embolism",3.31972366452551,0.802661970671433,13.7300203715792,"up to 3 years"
"127","Respiratory_Failure",1.44217421027767,0.836999705373157,2.48490703095618,"up to 3 years"
"128","Ischaemic_stroke",1.77907246189187,0.64637245758425,4.89671053821076,"up to 3 years"
"129","Constipation",2.72175642446531,1.03892434101013,7.13041146664786,"up to 3 years"
"130","Liver_disease",2.93394070387039,1.21932249804329,7.05966474631708,"up to 3 years"
"131","Fracture",31.7028936576998,7.12909553074531,140.981904638098,"up to 3 years"
"132","Malignant_neoplasm",2.35744349909813,1.62802388850131,3.41367217685982,"up to 3 years"
"133","Benign_neoplasm",8.19788382187281,2.38716366988714,28.1527823184831,"up to 3 years"
"134","Lymphoma",2.14444816691985,0.513609285814326,8.9536113688341,"up to 3 years"
"135","Sepsis",2.47722915796426,1.28656206338882,4.76981598921413,"up to 3 years"
"136","Fall",6.3498520821748,1.36358945983694,29.5694728164891,"up to 3 years"
"137","Hearing",4.5779678532109,1.10586049719343,18.9515673253736,"up to 3 years"
"138","Visual",0.180279345114787,0.0283206346485104,1.14759583174545,"up to 3 years"
"139","Assistance",1.37272696685926,0.36364037654386,5.18198595945889,"up to 3 years"
"140","propscore2sp1",1.17842946883138,0.277954490330449,4.99612728457541,"up to 3 years"
"141","propscore2sp2",0.598540846860129,0.135686961574,2.64027686377707,"up to 3 years"
"142","Invasive_at_3_daysFROMpeakTROP",0.538243762200471,0.423849882383858,0.683511685595669,"all follow up"
"143","agesp1",1.01528800109606,0.984068314737486,1.04749813578198,"all follow up"
"144","agesp2",1.01867428301923,0.987686886558924,1.05063386889751,"all follow up"
"145","creatininesp1",1.00429378017351,0.994553922730799,1.01412902190945,"all follow up"
"146","creatininesp2",0.9963894131952,0.985288428407686,1.00761546984969,"all follow up"
"147","haemoglobinsp1",0.899138221752618,0.824465022738677,0.980574699374126,"all follow up"
"148","haemoglobinsp2",0.911975100722227,0.802554583139629,1.0363140424464,"all follow up"
"149","plateletcountsp1",0.995920599436399,0.992735573311714,0.999115844184942,"all follow up"
"150","plateletcountsp2",1.00507275811855,1.00184528435648,1.00831062928134,"all follow up"
"151","sodiumsp1",0.993441248209596,0.961256041699824,1.02670409425882,"all follow up"
"152","sodiumsp2",0.957377454292745,0.912531378966319,1.00442747626533,"all follow up"
"153","lsptsp1",1.16769478436981,1.08811676549581,1.25309263921061,"all follow up"
"154","lsptsp2",0.949921372090748,0.88587066865202,1.01860310436491,"all follow up"
"155","whitecellsp1",1.04471764511517,0.966120537739466,1.12970888763914,"all follow up"
"156","whitecellsp2",0.982895801627152,0.911357281140961,1.06004985843401,"all follow up"
"157","diabetes",1.2855207599031,1.01697072488038,1.62498642656231,"all follow up"
"158","FhxCHD",0.808265957147208,0.583072993734732,1.12043237210933,"all follow up"
"159","Smoking",0.8545659244117,0.638134509894412,1.14440279884951,"all follow up"
"160","Aortic_aneurysm",1.94661582044253,0.770721351162426,4.91657996327982,"all follow up"
"161","aortic_stenosis",1.83588766760414,1.05394149591542,3.19797971815646,"all follow up"
"162","atrial_fibrillation",1.55119791297988,1.13209544355795,2.12545238912972,"all follow up"
"163","Cardiac_arrest",3.4339077483105,2.07069542955664,5.6945711356651,"all follow up"
"164","HF",1.55286835169375,1.16215003118465,2.07494734155276,"all follow up"
"165","PVD",2.13569096380159,1.45007209124787,3.14548215939982,"all follow up"
"166","Previous_MI",0.976174108690139,0.734505617158708,1.29735684549719,"all follow up"
"167","VT",1.86597601331087,0.845312196939668,4.11903021730568,"all follow up"
"168","AKI",1.3622074002362,0.932079674133092,1.990826592141,"all follow up"
"169","Urinary_incontinence",6.68435953637142,2.25296381439593,19.831948531965,"all follow up"
"170","Interstitial_lung_disease",4.42496747593263,1.27157560449692,15.398484442306,"all follow up"
"171","Obstructive_Lung_Disease",2.32263213470289,1.70940192472655,3.15585232186835,"all follow up"
"172","Asthma",0.41211856947255,0.244095799122436,0.695799419386608,"all follow up"
"173","Pulmonary_embolism",3.50314267615506,0.855119873155583,14.3512143674224,"all follow up"
"174","Respiratory_Failure",1.42062213660691,0.867188528857607,2.32725317259008,"all follow up"
"175","Ischaemic_stroke",1.84042638536467,0.72932144492811,4.64427489895123,"all follow up"
"176","Constipation",2.18185113055567,0.854433302258318,5.57149907819001,"all follow up"
"177","Liver_disease",2.99367868637879,1.25595940027321,7.13567020982454,"all follow up"
"178","Fracture",29.8113033486316,6.70460110379087,132.55282358881,"all follow up"
"179","Malignant_neoplasm",2.18016859468869,1.55001080931546,3.06651738987936,"all follow up"
"180","Benign_neoplasm",6.36412750942956,1.85600503345841,21.822203187029,"all follow up"
"181","Lymphoma",2.59517203804974,0.796410376091065,8.45659236652783,"all follow up"
"182","Sepsis",2.34823667800011,1.24504499879732,4.42892867425001,"all follow up"
"183","Fall",3.8947586453454,0.865906107625776,17.5182329491646,"all follow up"
"184","Hearing",4.18836403577439,1.02195104481754,17.165590646566,"all follow up"
"185","Visual",0.168448752991921,0.0275072775439095,1.03154455540861,"all follow up"
"186","Assistance",1.9620199137589,0.647517519186158,5.94504708818507,"all follow up"
"187","propscore2sp1",0.796658394551542,0.222152001350353,2.85689345021258,"all follow up"
"188","propscore2sp2",0.706779047367799,0.191380178994685,2.61017950982273,"all follow up"
